   0.0000000e+00   5.8778601e-01
   9.5105768e-01   9.5105390e-01
   5.8777305e-01  -2.3561945e-05
  -5.8781270e-01  -9.5107079e-01
  -9.5103788e-01  -5.8772349e-01
   9.4247779e-05   5.8787751e-01
   9.5109845e-01   9.5100728e-01
   5.8763580e-01  -2.1205750e-04
  -5.8798043e-01  -9.5114065e-01
  -9.5096211e-01  -5.8750996e-01
   3.7699111e-04   5.8812146e-01
   9.5119738e-01   9.5090233e-01
   5.8734598e-01  -5.8904859e-04
  -5.8830057e-01  -9.5126861e-01
  -9.5082792e-01  -5.8714382e-01
   8.4822991e-04   5.8851775e-01
   9.5135430e-01   9.5073885e-01
   5.8690348e-01  -1.1545350e-03
  -5.8877299e-01  -9.5145443e-01
  -9.5063508e-01  -5.8662492e-01
   1.5079639e-03   5.8906624e-01
   9.5156895e-01   9.5051657e-01
   5.8630811e-01  -1.9085164e-03
  -5.8939749e-01  -9.5169781e-01
  -9.5038325e-01  -5.8595303e-01
   2.3561923e-03   5.8976670e-01
   9.5184094e-01   9.5023509e-01
   5.8555964e-01  -2.8509915e-03
  -5.9017382e-01  -9.5199830e-01
  -9.5007200e-01  -5.8512790e-01
   3.3929136e-03   5.9061882e-01
   9.5216981e-01   9.4989393e-01
   5.8465776e-01  -3.9819582e-03
  -5.9110165e-01  -9.5235538e-01
  -9.4970079e-01  -5.8414918e-01
   4.6181248e-03   5.9162227e-01
   9.5255496e-01   9.4949250e-01
   5.8360210e-01  -5.3014128e-03
  -5.9218061e-01  -9.5276843e-01
  -9.4926898e-01  -5.8301647e-01
   6.0318213e-03   5.9277662e-01
   9.5299571e-01   9.4903012e-01
   5.8239223e-01  -6.8093495e-03
  -5.9341023e-01  -9.5323671e-01
  -9.4877583e-01  -5.8172932e-01
   7.6339960e-03   5.9408139e-01
   9.5349130e-01   9.4850600e-01
   5.8102767e-01  -8.5057595e-03
  -5.9479001e-01  -9.5375938e-01
  -9.4822051e-01  -5.8028721e-01
   9.4246384e-03   5.9553603e-01
   9.5404082e-01   9.4791924e-01
   5.7950787e-01  -1.0390631e-02
  -5.9631937e-01  -9.5433551e-01
  -9.4760208e-01  -5.7868956e-01
   1.1403734e-02   5.9713993e-01
   9.5464330e-01   9.4726887e-01
   5.7783221e-01  -1.2463946e-02
  -5.9799765e-01  -9.5496406e-01
  -9.4691949e-01  -5.7693574e-01
   1.3571264e-02   5.9889242e-01
   9.5529764e-01   9.4655379e-01
   5.7600004e-01  -1.4725683e-02
  -5.9982415e-01  -9.5564389e-01
  -9.4617162e-01  -5.7502504e-01
   1.5927201e-02   6.0079273e-01
   9.5600265e-01   9.4577282e-01
   5.7401064e-01  -1.7175813e-02
  -6.0179807e-01  -9.5637375e-01
  -9.4535722e-01  -5.7295673e-01
   1.8471514e-02   6.0284006e-01
   9.5675702e-01   9.4492466e-01
   5.7186322e-01  -1.9814299e-02
  -6.0391858e-01  -9.5715229e-01
